"medication_definition_id"|"medication"|"problem_definition_id"|"problem"|"patient_link_frequency"|"link_ratio"
"21594"|"Terazosin HCl 10 MG Oral Capsule"|"63467"|"Hypertension"|"3"|"0.214286"
"21594"|"Terazosin HCl 10 MG Oral Capsule"|"63470"|"Benign Essential Hypertension"|"3"|"0.5"
"21594"|"Terazosin HCl 10 MG Oral Capsule"|"289131"|"Benign Prostatic Hypertrophy"|"2"|"0.333333"
"21636"|"Indomethacin CR 75 MG Oral Capsule Extended Release"|"70384"|"Gout"|"3"|"0.333333"
"21636"|"Indomethacin CR 75 MG Oral Capsule Extended Release"|"70387"|"Chronic Gout"|"2"|"0.666667"
"21636"|"Indomethacin CR 75 MG Oral Capsule Extended Release"|"70455"|"Rheumatoid Arthritis"|"3"|"1"
"21636"|"Indomethacin CR 75 MG Oral Capsule Extended Release"|"70706"|"Ankylosing Spondylitis"|"4"|"1"
"21636"|"Indomethacin CR 75 MG Oral Capsule Extended Release"|"70719"|"Psoriatic Arthropathy"|"2"|"1"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"62578"|"Acute Sinusitis"|"3"|"0.333333"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"62586"|"Chronic Maxillary Sinusitis"|"2"|"1"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"64118"|"Acute Bronchitis"|"3"|"0.3"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"65762"|"Urinary Tract Infection"|"19"|"0.575758"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"69606"|"Acne"|"2"|"0.4"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"69999"|"Cellulitis"|"4"|"0.5"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"70027"|"Folliculitis"|"3"|"0.428571"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"76842"|"Acquired Immunodeficiency Syndrome
(AIDS)"|"2"|"0.666667"
"21667"|"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet"|"274606"|"Chronic Kidney Disease, Stage
3"|"2"|"0.333333"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"64980"|"Crohn's Disease"|"6"|"0.6"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"65041"|"Ulcerative Colitis"|"6"|"0.857143"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"65103"|"Proctitis"|"2"|"0.666667"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"70455"|"Rheumatoid Arthritis"|"30"|"0.857143"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"70480"|"Arthritis Of Inflammatory Bowel Disease"|"2"|"0.666667"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"70706"|"Ankylosing Spondylitis"|"2"|"0.5"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"70719"|"Psoriatic Arthropathy"|"3"|"1"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"70722"|"Spondylitis"|"2"|"1"
"21669"|"SulfaSALAzine 500 MG Oral Tablet"|"296854"|"Spondyloarthropathy"|"2"|"1"
"21707"|"Clotrimazole Anti-Fungal 1 % External Cream"|"70124"|"Tinea Corporis"|"3"|"0.75"
"21740"|"Bromfenex PD 6-60 MG CPCR"|"77891"|"Acute Upper Respiratory Infection"|"2"|"1"
"21744"|"GlyBURIDE Micronized 1.5 MG Oral Tablet"|"69380"|"Diabetes Mellitus"|"4"|"1"
"21745"|"GlyBURIDE Micronized 3 MG Oral Tablet"|"69380"|"Diabetes Mellitus"|"5"|"0.555556"
"21745"|"GlyBURIDE Micronized 3 MG Oral Tablet"|"69402"|"Diabetes Mellitus Poorly Controlled"|"3"|"1"
"21762"|"Cozaar 25 MG Oral Tablet"|"63467"|"Hypertension"|"8"|"0.216216"
"21762"|"Cozaar 25 MG Oral Tablet"|"63468"|"Essential Hypertension"|"4"|"0.307692"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"60869"|"Cough"|"13"|"0.309524"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"60874"|"Wheezing"|"2"|"1"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"60886"|"Difficulty Swallowing
(Dysphagia)"|"2"|"0.666667"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62350"|"Acute Serous Otitis Media"|"4"|"1"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62529"|"Sensorineural Hearing Loss"|"3"|"0.75"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62561"|"Eustachian Tube Dysfunction"|"19"|"0.904762"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62586"|"Chronic Maxillary Sinusitis"|"6"|"0.206897"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62587"|"Chronic Frontal Sinusitis"|"9"|"0.5"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62588"|"Chronic Ethmoidal Sinusitis"|"12"|"0.352941"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62589"|"Chronic Sphenoidal Sinusitis"|"2"|"0.4"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62598"|"Allergic Rhinitis"|"9"|"0.138462"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62599"|"Allergic Rhinitis Due To Pollen"|"3"|"0.428571"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62611"|"Chronic Rhinitis"|"6"|"0.545455"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"62733"|"Acute Tonsillitis"|"2"|"1"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"64118"|"Acute Bronchitis"|"4"|"0.190476"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"69710"|"Contact Dermatitis"|"3"|"0.25"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"69941"|"Urticaria"|"2"|"0.285714"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"69948"|"Idiopathic Urticaria"|"2"|"1"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"70384"|"Gout"|"3"|"0.272727"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"73464"|"Lower Back Sprain"|"3"|"0.75"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"74537"|"Common Migraine (Without
Aura)"|"3"|"0.333333"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"74538"|"Common Migraine (Without Aura) With
Intractable Migraine"|"2"|"0.666667"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"77890"|"Upper Respiratory Infection"|"3"|"0.125"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"77891"|"Acute Upper Respiratory
Infection"|"5"|"0.142857"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"88375"|"Skin: A Rash"|"4"|"0.5"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"91089"|"Lower Back Pain"|"6"|"0.352941"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"109994"|"Larynx Edema"|"2"|"0.666667"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"166748"|"Asthma With Acute
Exacerbation"|"7"|"0.583333"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"173418"|"Radiculopathy"|"2"|"0.666667"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"258010"|"Allergic Reaction"|"5"|"0.714286"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"258835"|"Bronchitis"|"2"|"0.285714"
"21795"|"MethylPREDNISolone (Pak) 4 MG Oral Tablet"|"278317"|"Dermatitis Due To Contact With Poison
Ivy"|"2"|"1"
"21806"|"PredniSONE (Pak) 5 MG Oral Tablet"|"64181"|"Asthma"|"2"|"0.5"
"21827"|"Mepron 750 MG/5ML Oral Suspension"|"76835"|"HIV Infection"|"2"|"0.285714"
"21830"|"Hyzaar 50-12.5 MG Oral Tablet"|"63467"|"Hypertension"|"4"|"0.181818"
"21830"|"Hyzaar 50-12.5 MG Oral Tablet"|"63468"|"Essential Hypertension"|"4"|"0.333333"
"21831"|"Hydrocodone-Acetaminophen 7.5-650 MG Oral Tablet"|"91089"|"Lower Back Pain"|"2"|"0.5"
"22009"|"Diclofenac Sodium 75 MG Oral Tablet Delayed Release"|"70166"|"Localized Primary Osteoarthritis Of The
Knee"|"2"|"1"
"22009"|"Diclofenac Sodium 75 MG Oral Tablet Delayed Release"|"70455"|"Rheumatoid Arthritis"|"7"|"0.875"
"22009"|"Diclofenac Sodium 75 MG Oral Tablet Delayed Release"|"70719"|"Psoriatic Arthropathy"|"3"|"1"
"22044"|"Neoral 25 MG Oral Capsule"|"65675"|"Nephrotic Syndrome Due To Minimal Change
Glomerulonephritis"|"2"|"1"
"22044"|"Neoral 25 MG Oral Capsule"|"166834"|"Renal Transplant Recipient Of The Right Kidney"|"2"|"1"
"22045"|"Neoral 100 MG Oral Capsule"|"65674"|"Nephrotic Syndrome"|"2"|"0.666667"
"22154"|"Suprax 400 MG Oral Tablet"|"62578"|"Acute Sinusitis"|"6"|"0.666667"
"22154"|"Suprax 400 MG Oral Tablet"|"65762"|"Urinary Tract Infection"|"5"|"0.625"
"22154"|"Suprax 400 MG Oral Tablet"|"65878"|"Acute Gonorrhea"|"4"|"1"
"22154"|"Suprax 400 MG Oral Tablet"|"251528"|"Acute Otitis Media"|"2"|"0.5"
"22154"|"Suprax 400 MG Oral Tablet"|"274516"|"Acute Pharyngitis Streptococcus"|"2"|"0.5"
"22154"|"Suprax 400 MG Oral Tablet"|"274533"|"Sore Throat"|"2"|"0.5"
"22168"|"Synthroid 88 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"53"|"0.519608"
"22168"|"Synthroid 88 MCG Oral Tablet"|"69260"|"Hypothyroidism Postablative"|"2"|"1"
"22168"|"Synthroid 88 MCG Oral Tablet"|"69266"|"Congenital Hypothyroidism"|"13"|"0.8125"
"22169"|"Synthroid 112 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"53"|"0.569892"
"22169"|"Synthroid 112 MCG Oral Tablet"|"69259"|"Primary Hypothyroidism"|"2"|"0.666667"
"22169"|"Synthroid 112 MCG Oral Tablet"|"69260"|"Hypothyroidism Postablative"|"3"|"0.6"
"22169"|"Synthroid 112 MCG Oral Tablet"|"69266"|"Congenital Hypothyroidism"|"6"|"0.857143"
"22169"|"Synthroid 112 MCG Oral Tablet"|"69283"|"Hashimoto's Thyroiditis"|"2"|"0.333333"
"22170"|"Synthroid 175 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"17"|"0.548387"
"22170"|"Synthroid 175 MCG Oral Tablet"|"69260"|"Hypothyroidism Postablative"|"2"|"1"
"22170"|"Synthroid 175 MCG Oral Tablet"|"69261"|"Postsurgical Primary Hypothyroidism"|"3"|"0.6"
"22171"|"Synthroid 200 MCG Oral Tablet"|"69258"|"Hypothyroidism"|"10"|"0.357143"
"22171"|"Synthroid 200 MCG Oral Tablet"|"69261"|"Postsurgical Primary Hypothyroidism"|"2"|"0.666667"
"22287"|"Epivir 150 MG Oral Tablet"|"76835"|"HIV Infection"|"8"|"0.571429"
"22326"|"Ovcon-50 50-1 MCG-MG Oral Tablet"|"69546"|"Dysfunctional Uterine Bleeding"|"2"|"1"
"22333"|"Nystatin Powder (XX)"|"66250"|"Candida Albicans Vulvovaginitis"|"2"|"0.5"
"22333"|"Nystatin Powder (XX)"|"77205"|"Candidiasis"|"3"|"1"
"22333"|"Nystatin Powder (XX)"|"77210"|"Cutaneous Candidiasis"|"3"|"1"
"22333"|"Nystatin Powder (XX)"|"77211"|"Vaginal Candidiasis"|"2"|"0.666667"
"22333"|"Nystatin Powder (XX)"|"189833"|"Tracheostomy Care Requirement"|"2"|"1"
"22360"|"Zestoretic 10-12.5 MG Oral Tablet"|"63467"|"Hypertension"|"2"|"0.666667"
"22374"|"Aurodex 1.4-5.4 % Otic Solution"|"62344"|"Acute Suppurative Otitis Media"|"2"|"1"
"22374"|"Aurodex 1.4-5.4 % Otic Solution"|"62543"|"Earache"|"4"|"0.8"
"22379"|"Imdur 30 MG Oral Tablet Extended Release 24 Hour"|"63470"|"Benign Essential
Hypertension"|"2"|"0.666667"
"22391"|"OxyCONTIN 40 MG Oral Tablet Extended Release 12 Hour"|"91089"|"Lower Back Pain"|"2"|"0.666667"
"22418"|"Clotrimazole AF 1 % External Cream"|"70122"|"Tinea Pedis"|"2"|"1"
"22418"|"Clotrimazole AF 1 % External Cream"|"70124"|"Tinea Corporis"|"2"|"0.5"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"62588"|"Chronic Ethmoidal Sinusitis"|"5"|"0.625"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"69968"|"Carbuncle"|"3"|"0.75"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"69999"|"Cellulitis"|"2"|"0.25"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"70027"|"Folliculitis"|"2"|"0.2"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"70080"|"Skin Abscess"|"4"|"0.4"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"278472"|"Pustular Folliculitis"|"2"|"1"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"278634"|"Skin Abscess Of The Right Buttock"|"2"|"0.666667"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"292748"|"Carrier Of Infectious Disease Staphylococcus Aureus
Methicillin Resistant"|"3"|"0.75"
"22550"|"Bactroban Nasal 2 % Nasal Ointment"|"293641"|"Methicillin Resistant Staphylococcus Aureus
Infection"|"6"|"0.75"
"22552"|"Ranitidine HCl 75 MG Oral Tablet"|"60899"|"Abdominal Pain"|"2"|"0.666667"
"22553"|"Acetaminophen 160 MG/5ML Oral Elixir"|"77891"|"Acute Upper Respiratory Infection"|"2"|"0.222222"
"22585"|"Amikacin Sulfate Powder"|"62588"|"Chronic Ethmoidal Sinusitis"|"4"|"1"
"22620"|"Hydrochlorothiazide Powder"|"32925"|"Chronic Respiratory Failure"|"4"|"0.5"
"22620"|"Hydrochlorothiazide Powder"|"63484"|"Pulmonary Hypertension"|"7"|"0.35"
"22620"|"Hydrochlorothiazide Powder"|"67885"|"Bronchopulmonary Dysplasia Of Fetus Or Newborn"|"4"|"0.4"
"22620"|"Hydrochlorothiazide Powder"|"278128"|"Chronic Lung Disease Of Newborn"|"4"|"0.444444"
"22635"|"SulfaSALAzine Powder"|"296627"|"Colitis"|"3"|"0.75"
"22686"|"TEGretol XR 200 MG Oral Tablet Extended Release 12 Hour"|"74988"|"Seizure Disorder"|"3"|"0.25"
"22711"|"Melatonin 5 MG Oral Tablet"|"80831"|"Adenocarcinoma Of The Prostate Gland"|"2"|"1"
"22711"|"Melatonin 5 MG Oral Tablet"|"80847"|"Renal Cell Carcinoma"|"4"|"1"
"22711"|"Melatonin 5 MG Oral Tablet"|"278812"|"Prostate Cancer"|"2"|"0.333333"
"22755"|"Tetracycline HCl 500 MG Oral Capsule"|"69607"|"Acne Vulgaris"|"2"|"1"
"22755"|"Tetracycline HCl 500 MG Oral Capsule"|"76976"|"Helicobacter Pylori (H. Pylori) Infection"|"5"|"1"
"22788"|"HumaLOG 100 UNIT/ML Subcutaneous Solution"|"69380"|"Diabetes Mellitus"|"14"|"0.150538"
"22788"|"HumaLOG 100 UNIT/ML Subcutaneous Solution"|"69381"|"Type II Diabetes Mellitus"|"5"|"0.131579"
"22788"|"HumaLOG 100 UNIT/ML Subcutaneous Solution"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"6"|"0.5"
"22788"|"HumaLOG 100 UNIT/ML Subcutaneous Solution"|"69387"|"Type I Diabetes Mellitus"|"25"|"0.423729"
"22788"|"HumaLOG 100 UNIT/ML Subcutaneous Solution"|"69388"|"Type I Diabetes Mellitus Uncontrolled"|"58"|"0.753247"
"22788"|"HumaLOG 100 UNIT/ML Subcutaneous Solution"|"69401"|"Diabetes Mellitus Under
Control"|"2"|"0.333333"
"22788"|"HumaLOG 100 UNIT/ML Subcutaneous Solution"|"69402"|"Diabetes Mellitus Poorly
Controlled"|"31"|"0.563636"
"22890"|"Dovonex 0.005 % External Cream"|"69901"|"Psoriasis"|"2"|"0.4"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"30261"|"Bipolar I Disorder, Most Recent Episode, Depressed - Severe With
Psychotic Features"|"3"|"1"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"76272"|"Schizoaffective Disorder"|"3"|"0.75"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"76276"|"Schizoaffective Disorder - Chronic (With Residual
Symptoms)"|"2"|"0.666667"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"76307"|"Bipolar Disorder"|"2"|"0.333333"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"76339"|"Bipolar I Disorder, Most Recent Episode, Depressed"|"2"|"0.666667"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"76363"|"Major Depression, Recurrent With Psychotic Features"|"2"|"1"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"76388"|"Bipolar Disorder NOS"|"3"|"0.75"
"22931"|"ZyPREXA 5 MG Oral Tablet"|"251600"|"Dementia"|"2"|"0.4"
"22933"|"ZyPREXA 10 MG Oral Tablet"|"76213"|"Schizophrenia"|"3"|"0.75"
"22933"|"ZyPREXA 10 MG Oral Tablet"|"76272"|"Schizoaffective Disorder"|"4"|"1"
"22933"|"ZyPREXA 10 MG Oral Tablet"|"76276"|"Schizoaffective Disorder - Chronic (With Residual
Symptoms)"|"3"|"0.6"
"22933"|"ZyPREXA 10 MG Oral Tablet"|"76339"|"Bipolar I Disorder, Most Recent Episode, Depressed"|"2"|"1"
"22933"|"ZyPREXA 10 MG Oral Tablet"|"76351"|"Depression"|"2"|"0.2"
"22933"|"ZyPREXA 10 MG Oral Tablet"|"76388"|"Bipolar Disorder NOS"|"4"|"0.8"
"22940"|"Helidac Oral Miscellaneous"|"76976"|"Helicobacter Pylori (H. Pylori) Infection"|"6"|"0.857143"
"22941"|"Elmiron 100 MG Oral Capsule"|"65756"|"Chronic Interstitial Cystitis"|"3"|"0.375"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"22941"|"Elmiron 100 MG Oral Capsule"|"65777"|"Urge Incontinence Of Urine"|"2"|"1"
"22978"|"Senna 8.6 MG Oral Tablet"|"65055"|"Chronic Constipation"|"3"|"0.75"
"22978"|"Senna 8.6 MG Oral Tablet"|"166777"|"Constipation"|"12"|"0.75"
"23036"|"Thiamine HCl 100 MG Oral Tablet"|"75957"|"Alcohol Abuse"|"2"|"0.666667"
"23036"|"Thiamine HCl 100 MG Oral Tablet"|"257912"|"Disorder Of Mitochondrial Metabolism"|"2"|"1"
"23139"|"Denavir 1 % External Cream"|"76782"|"Herpes Simplex Type I"|"6"|"1"
"23167"|"Levaquin 250 MG Oral Tablet"|"65753"|"Acute Cystitis"|"2"|"0.666667"
"23167"|"Levaquin 250 MG Oral Tablet"|"65762"|"Urinary Tract Infection"|"8"|"0.615385"
"23167"|"Levaquin 250 MG Oral Tablet"|"77890"|"Upper Respiratory Infection"|"2"|"1"
"23170"|"Topamax 100 MG Oral Tablet"|"74988"|"Seizure Disorder"|"10"|"0.25"
"23170"|"Topamax 100 MG Oral Tablet"|"74992"|"Generalized Convulsive Myoclonic Seizure With Intractable
Seizure"|"2"|"1"
"23170"|"Topamax 100 MG Oral Tablet"|"75001"|"Partial Complex Psychomotor Seizure"|"2"|"0.5"
"23170"|"Topamax 100 MG Oral Tablet"|"75002"|"Partial Complex Psychomotor Seizure With Intractable
Seizure"|"6"|"0.545455"
"23170"|"Topamax 100 MG Oral Tablet"|"252546"|"Generalized Convulsive Seizure"|"3"|"0.375"
"23170"|"Topamax 100 MG Oral Tablet"|"252552"|"Generalized Convulsive Tonic-clonic Seizure With Intractable
Seizure"|"5"|"0.833333"
"23170"|"Topamax 100 MG Oral Tablet"|"252566"|"Partial Complex Seizure"|"3"|"0.6"
"23170"|"Topamax 100 MG Oral Tablet"|"252570"|"Partial Complex Seizure With Secondary Generalization With
Intractable Seizure"|"2"|"0.285714"
"23170"|"Topamax 100 MG Oral Tablet"|"288815"|"Partial Simple Seizure Without Impairment Of
Consciousness"|"2"|"1"
"23170"|"Topamax 100 MG Oral Tablet"|"289879"|"Generalized Convulsive Myoclonic Seizure, Juvenile With
Intractable Seizure"|"3"|"1"
"23178"|"HumuLIN R U-500 (CONCENTRATED) 500 UNIT/ML Subcutaneous Solution"|"69380"|"Diabetes
Mellitus"|"2"|"0.285714"
"23178"|"HumuLIN R U-500 (CONCENTRATED) 500 UNIT/ML Subcutaneous Solution"|"69402"|"Diabetes Mellitus
Poorly Controlled"|"6"|"0.857143"
"23203"|"Lipitor 10 MG Oral Tablet"|"67969"|"Familial Combined Hyperlipidemia"|"3"|"0.428571"
"23203"|"Lipitor 10 MG Oral Tablet"|"67970"|"Hyperlipidemia"|"229"|"0.537559"
"23203"|"Lipitor 10 MG Oral Tablet"|"67974"|"Frederickson Type IIB Hyperlipidemia"|"2"|"0.5"
"23203"|"Lipitor 10 MG Oral Tablet"|"68098"|"Lipoid Metabolism Disorder"|"10"|"0.384615"
"23203"|"Lipitor 10 MG Oral Tablet"|"257908"|"Essential Hypertriglyceridemia"|"3"|"0.3"
"23203"|"Lipitor 10 MG Oral Tablet"|"283291"|"Hypercholesterolemia"|"21"|"0.446809"
"23203"|"Lipitor 10 MG Oral Tablet"|"283292"|"Essential Hypercholesterolemia"|"23"|"0.479167"
"23203"|"Lipitor 10 MG Oral Tablet"|"291485"|"Dyslipidemia"|"36"|"0.545455"
"23204"|"Lipitor 20 MG Oral Tablet"|"62975"|"Coronary Artery Disease"|"18"|"0.0886699"
"23204"|"Lipitor 20 MG Oral Tablet"|"67969"|"Familial Combined Hyperlipidemia"|"5"|"0.357143"
"23204"|"Lipitor 20 MG Oral Tablet"|"67970"|"Hyperlipidemia"|"303"|"0.578244"
"23204"|"Lipitor 20 MG Oral Tablet"|"67974"|"Frederickson Type IIB Hyperlipidemia"|"4"|"0.8"
"23204"|"Lipitor 20 MG Oral Tablet"|"67978"|"Familial Hypercholesterolemia"|"4"|"0.444444"
"23204"|"Lipitor 20 MG Oral Tablet"|"68098"|"Lipoid Metabolism Disorder"|"10"|"0.588235"
"23204"|"Lipitor 20 MG Oral Tablet"|"247966"|"Serum Total Cholesterol Was Elevated"|"3"|"0.230769"
"23204"|"Lipitor 20 MG Oral Tablet"|"257908"|"Essential Hypertriglyceridemia"|"7"|"0.411765"
"23204"|"Lipitor 20 MG Oral Tablet"|"283291"|"Hypercholesterolemia"|"21"|"0.477273"
"23204"|"Lipitor 20 MG Oral Tablet"|"283292"|"Essential Hypercholesterolemia"|"32"|"0.492308"
"23204"|"Lipitor 20 MG Oral Tablet"|"291485"|"Dyslipidemia"|"38"|"0.487179"
"23269"|"Warfarin Sodium 6 MG Oral Tablet"|"62916"|"Atrial Fibrillation"|"4"|"0.333333"
"23269"|"Warfarin Sodium 6 MG Oral Tablet"|"257802"|"Venous Thrombosis Of The Deep Vessels Of The Lower
Extremity"|"2"|"0.666667"
"23342"|"Valtrex 1 GM Oral Tablet"|"66213"|"Vaginitis"|"2"|"0.666667"
"23342"|"Valtrex 1 GM Oral Tablet"|"76783"|"Herpes Simplex Type II"|"4"|"0.5"
"23379"|"Intron-A 10000000 UNIT/ML Injection Solution"|"181372"|"Renal Carcinoma"|"2"|"1"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"23422"|"Butalbital-APAP-Caffeine 50-325-40 MG Oral Tablet"|"60828"|"Headache"|"9"|"0.45"
"23422"|"Butalbital-APAP-Caffeine 50-325-40 MG Oral Tablet"|"74530"|"Tension-type Headache"|"2"|"0.25"
"23422"|"Butalbital-APAP-Caffeine 50-325-40 MG Oral Tablet"|"74533"|"Migraine Headache"|"9"|"0.409091"
"23422"|"Butalbital-APAP-Caffeine 50-325-40 MG Oral Tablet"|"74534"|"Classic Migraine (With Aura)"|"3"|"0.5"
"23422"|"Butalbital-APAP-Caffeine 50-325-40 MG Oral Tablet"|"74537"|"Common Migraine (Without
Aura)"|"10"|"0.625"
"23482"|"Patanol 0.1 % Ophthalmic Solution"|"61417"|"Conjunctivitis"|"3"|"0.6"
"23482"|"Patanol 0.1 % Ophthalmic Solution"|"61418"|"Acute Conjunctivitis"|"4"|"0.571429"
"23482"|"Patanol 0.1 % Ophthalmic Solution"|"61421"|"Acute Vernal Conjunctivitis"|"5"|"0.625"
"23482"|"Patanol 0.1 % Ophthalmic Solution"|"61423"|"Acute Atopic Conjunctivitis"|"3"|"0.5"
"23482"|"Patanol 0.1 % Ophthalmic Solution"|"61433"|"Chronic Allergic Conjunctivitis"|"23"|"0.621622"
"23482"|"Patanol 0.1 % Ophthalmic Solution"|"62598"|"Allergic Rhinitis"|"24"|"0.333333"
"23482"|"Patanol 0.1 % Ophthalmic Solution"|"93702"|"Allergies"|"3"|"0.1875"
"23671"|"Condylox 0.5 % External Gel"|"76875"|"Condyloma Acuminatum"|"2"|"0.666667"
"23800"|"Coreg 25 MG Oral Tablet"|"63468"|"Essential Hypertension"|"3"|"0.25"
"23804"|"ZyPREXA 2.5 MG Oral Tablet"|"30261"|"Bipolar I Disorder, Most Recent Episode, Depressed - Severe With
Psychotic Features"|"2"|"1"
"23804"|"ZyPREXA 2.5 MG Oral Tablet"|"61118"|"Anxiety (Symptom)"|"2"|"0.666667"
"23816"|"Lovenox 40 MG/0.4ML Subcutaneous Solution"|"257802"|"Venous Thrombosis Of The Deep Vessels Of The
Lower Extremity"|"3"|"0.75"
"23823"|"Tazorac 0.05 % External Gel"|"69606"|"Acne"|"2"|"1"
"23886"|"Mirapex 0.25 MG Oral Tablet"|"75054"|"Restless Legs Syndrome"|"2"|"0.4"
"23887"|"Mirapex 1 MG Oral Tablet"|"75080"|"Parkinson's Disease"|"2"|"0.25"
"23919"|"CellCept 500 MG Oral Tablet"|"70475"|"Scleroderma"|"2"|"1"
"23992"|"Femara 2.5 MG Oral Tablet"|"278808"|"Breast Cancer"|"3"|"0.3"
"23992"|"Femara 2.5 MG Oral Tablet"|"292025"|"Short Stature"|"3"|"1"
"24025"|"Niaspan 750 MG Oral Tablet Extended Release"|"67970"|"Hyperlipidemia"|"6"|"0.5"
"24025"|"Niaspan 750 MG Oral Tablet Extended Release"|"67988"|"Familial Hypertriglyceridemia"|"2"|"1"
