medication_definition_id	medication	indications
131091	Ambien CR 6.25 MG Oral Tablet Extended Release	1
29440	Viracept 250 MG Oral Tablet	1
29621	RA Antiseptic Mouth Rinse Mouth/Throat Liquid	1
30355	Pacerone 200 MG Oral Tablet	1
30899	Zebutal 50-500-40 MG Oral Capsule	1
30849	Magnesium Oxide 400 MG Oral Capsule	1
129121	Alinia 500 MG Oral Tablet	1
30821	Kristalose 10 GM Oral Packet	1
129160	Fluticasone Propionate 0.005 % External Ointment	1
30743	Ziagen 20 MG/ML Oral Solution	1
30735	Thyrogen 1.1 MG Intramuscular Solution Reconstituted	1
130314	GlucaGen HypoKit 1 MG Injection Solution Reconstituted	1
30594	Atacand 16 MG Oral Tablet	1
30593	Atacand 8 MG Oral Tablet	1
130445	Corvite 1.25 MG Oral Tablet	1
30376	Bismuth 262 MG Oral Tablet Chewable	1
130707	Ayr Saline Nasal Gel Nasal Swab	1
130730	CefTRIAXone Sodium 500 MG Injection Solution Reconstituted	1
29729	Androderm 5 MG/24HR Transdermal Patch 24 Hour	1
130735	Asmanex 60 Metered Doses 220 MCG/INH Inhalation Aerosol Powder Breath Activated	1
30333	Excedrin Migraine 250-250-65 MG Oral Tablet	1
30325	Detrol 1 MG Oral Tablet	1
30265	Potassium Citrate-Citric Acid 1100-334 MG/5ML Oral Solution	1
30259	Prandin 2 MG Oral Tablet	1
130801	Accu-Chek Aviva KIT	1
30202	Tasmar 100 MG Oral Tablet	1
30152	Propecia 1 MG Oral Tablet	1
130864	Dicyclomine HCl 10 MG/5ML Oral Solution	1
130879	Fexofenadine HCl 30 MG Oral Tablet	1
30101	Arthrotec 75-200 MG-MCG Oral Tablet	1
29971	Imitrex 20 MG/ACT Nasal Solution	1
29836	Mirapex 0.125 MG Oral Tablet	1
28338	Rilutek 50 MG Oral Tablet	1
133150	Amoxicillin-Pot Clavulanate 250-125 MG Oral Tablet	1
28337	DDAVP 0.2 MG Oral Tablet	1
133995	Gardasil Suspension	1
26838	Glycopyrrolate Powder	1
26820	DiphenhydrAMINE Cough 12.5 MG/5ML SYRP	1
26785	Accu-Chek Advantage Test In Vitro Strip	1
133924	Auralgan	1
26642	Theophylline CR 200 MG Oral Tablet Extended Release 12 Hour	1
133929	Diovan 320/25 CAPS	1
26598	Robafen AC 100-10 MG/5ML Oral Syrup	1
133935	Opana ER 20 MG Oral Tablet Extended Release 12 Hour	1
26571	Doc-Q-Lace 100 MG Oral Capsule	1
133955	Chantix 1 MG Oral Tablet	1
133961	Oracea 40 MG Oral Capsule Delayed Release	1
133968	Brompheniramine-Pseudoeph 9-90 MG Oral Capsule Extended Release 12 Hour	1
133978	Trazamine 50 MG Oral Miscellaneous	1
134000	Potassium Citrate 5 MEQ (540 MG) Oral Tablet Extended Release	1
27282	Levoxyl 50 MCG Oral Tablet	1
134003	Daytrana 20 MG/9HR Transdermal Patch	1
26485	Temazepam 7.5 MG Oral Capsule	1
134014	Sildec PE-DM 12.5-4-15 MG/5ML Oral Syrup	1
26480	Sucralfate 1 GM/10ML Oral Suspension	1
26474	Rifampin 150 MG Oral Capsule	1
26472	Ranitidine HCl 300 MG Oral Tablet	1
26468	Propranolol-HCTZ 80-25 MG Oral Tablet	1
26452	Oxybutynin Chloride 5 MG/5ML Oral Syrup	1
26443	Naproxen 125 MG/5ML Oral Suspension	1
26432	Magnesium Oxide 400 MG Oral Tablet	1
134064	Zidovudine 100 MG Oral Capsule	1
26421	Isosorbide Mononitrate 10 MG Oral Tablet	1
134071	Revlimid 25 MG Oral Capsule	1
133760	Zegerid 40-1100 MG Oral Capsule	1
133740	Desmopressin Ace Rhinal Tube 0.01 % Nasal Solution	1
28272	Accu-Chek Instant Glucose Test STRP	1
27673	Miconazole 3 200 MG Vaginal Suppository	1
28270	Acetaminophen-Codeine #4 300-60 MG Oral Tablet	1
133174	Zonisamide 25 MG Oral Capsule	1
133211	Strattera 100 MG Oral Capsule	1
28194	Epivir 10 MG/ML Oral Solution	1
28186	Nutropin 10 MG Subcutaneous Solution Reconstituted	1
133231	Nascobal 500 MCG/0.1ML Nasal Solution	1
133243	Orencia 250 MG Intravenous Solution Reconstituted	1
133245	Tandem 162-115.2 MG Oral Capsule	1
28136	Androderm 2.5 MG/24HR Transdermal Patch 24 Hour	1
27972	Diclofenac Sodium 50 MG Oral Tablet Delayed Release	1
133353	Ultram ER 300 MG Oral Tablet Extended Release 24 Hour	1
27783	Loestrin 1.5/30 (21) 1.5-30 MG-MCG Oral Tablet	1
27707	Poly-Vi-Sol/Iron Oral Solution	1
133545	Ursodiol 60mg/ml	1
27284	Levoxyl 125 MCG Oral Tablet	1
27672	Ultram 50 MG Oral Tablet	1
133577	Cardura XL 8 MG Oral Tablet Extended Release 24 Hour	1
27650	Folic Acid Powder	1
27616	Terazosin HCl 1 MG Oral Capsule	1
133586	Amitiza 24 MCG Oral Capsule	1
27401	LaMICtal 150 MG Oral Tablet	1
133644	Vusion 0.25-15-81.35 % External Ointment	1
27385	E.E.S. Granules 200 MG/5ML Oral Suspension Reconstituted	1
27288	Levoxyl 137 MCG Oral Tablet	1
133686	Quinapril-Hydrochlorothiazide 10-12.5 MG Oral Tablet	1
133689	Ferrous Fumarate 325 (106 Fe) MG Oral Tablet	1
27287	Levoxyl 112 MCG Oral Tablet	1
27286	Levoxyl 175 MCG Oral Tablet	1
103947	Avandamet 2-500 MG Oral Tablet	1
