medication_definition_id	medication	problem_definition_id	problem	patient_link_frequency	link_ratio	rxcui	ingredient_rxcui	ingredient_name	doid_code	doid_name
17904	LORazepam 0.5 MG Oral Tablet	76307	Bipolar Disorder	2	0.25	197900	6470	Lorazepam	DOID:3312	bipolar disorder
17904	LORazepam 0.5 MG Oral Tablet	76536	Generalized Anxiety Disorder	7	0.538462	197900	6470	Lorazepam	DOID:14320	generalized anxiety disorder
17904	LORazepam 0.5 MG Oral Tablet	251600	Dementia	3	0.157895	197900	6470	Lorazepam	DOID:1307	dementia
17904	LORazepam 0.5 MG Oral Tablet	275592	Post-traumatic Stress Disorder	2	0.333333	197900	6470	Lorazepam	DOID:2055	post-traumatic stress disorder
17905	LORazepam 1 MG Oral Tablet	63484	Pulmonary Hypertension	2	0.4	197901	6470	Lorazepam	DOID:6432	pulmonary hypertension
17905	LORazepam 1 MG Oral Tablet	64205	Chronic Obstructive Pulmonary Disease	2	0.2	197901	6470	Lorazepam	DOID:3083	chronic obstructive pulmonary disease
17905	LORazepam 1 MG Oral Tablet	70455	Rheumatoid Arthritis	2	1	197901	6470	Lorazepam	DOID:7148	rheumatoid arthritis
17905	LORazepam 1 MG Oral Tablet	75125	Multiple Sclerosis	5	0.416667	197901	6470	Lorazepam	DOID:2377	multiple sclerosis
17905	LORazepam 1 MG Oral Tablet	76536	Generalized Anxiety Disorder	2	0.333333	197901	6470	Lorazepam	DOID:14320	generalized anxiety disorder
17915	Sodium Bicarbonate 650 MG Oral Tablet	65655	Renal Tubular Acidosis	5	0.5	198861	36676	Sodium Bicarbonate	DOID:14219	renal tubular acidosis
17915	Sodium Bicarbonate 650 MG Oral Tablet	69535	Metabolic Acidosis	10	0.555556	198861	36676	Sodium Bicarbonate	DOID:0050758	metabolic acidosis
17917	Sodium Chloride 2.5 MEQ/ML Injection Solution	69464	Congenital Adrenal Hyperplasia	2	0.5	313012	9863	Sodium Chloride	DOID:0050811	congenital adrenal hyperplasia
17922	Sodium Chloride 3 % Inhalation Nebulization Solution	32925	Chronic Respiratory Failure	5	1	724590	9863	Sodium Chloride	DOID:11162	chronic respiratory failure
17954	Solu-CORTEF 100 MG Injection Solution Reconstituted	69214	Hypopituitarism	7	0.777778	105398	5492	Hydrocortisone	DOID:9406	hypopituitarism
17954	Solu-CORTEF 100 MG Injection Solution Reconstituted	69464	Congenital Adrenal Hyperplasia	14	0.875	105398	5492	Hydrocortisone	DOID:0050811	congenital adrenal hyperplasia
18053	Macrobid 100 MG Oral Capsule	65762	Urinary Tract Infection	35	0.795455	539712	7454	Nitrofurantoin	DOID:13148	urinary tract infection
18065	Magnesium Citrate 1.745 GM/30ML Oral Solution	166777	Constipation	3	0.5	1052760	52356	magnesium citrate	DOID:2089	constipation
18146	Spironolactone 25 MG Oral Tablet	63173	Cardiomyopathy	5	0.192308	313096	9997	Spironolactone	DOID:0050700	cardiomyopathy
18146	Spironolactone 25 MG Oral Tablet	63174	Dilated Cardiomyopathy	6	0.25	313096	9997	Spironolactone	DOID:12930	dilated cardiomyopathy
18146	Spironolactone 25 MG Oral Tablet	63217	Congestive Heart Failure	60	0.428571	313096	9997	Spironolactone	DOID:6000	congestive heart failure
18146	Spironolactone 25 MG Oral Tablet	63467	Hypertension	28	0.145078	313096	9997	Spironolactone	DOID:10763	hypertension
18146	Spironolactone 25 MG Oral Tablet	63468	Essential Hypertension	16	0.168421	313096	9997	Spironolactone	DOID:10825	essential hypertension
18146	Spironolactone 25 MG Oral Tablet	63470	Benign Essential Hypertension	7	0.102941	313096	9997	Spironolactone	DOID:10913	benign essential hypertension
18183	MedroxyPROGESTERone Acetate 10 MG Oral Tablet	66139	Amenorrhea	19	0.826087	1000114	6691	Medroxyprogesterone	DOID:13938	amenorrhea
18183	MedroxyPROGESTERone Acetate 10 MG Oral Tablet	69214	Hypopituitarism	2	1	1000114	6691	Medroxyprogesterone	DOID:9406	hypopituitarism
18213	Mephyton 5 MG Oral Tablet	67695	Cystic Fibrosis	3	0.75	207839	8308	Vitamin K 1	DOID:1485	cystic fibrosis
18221	Mestinon 180 MG Oral Tablet Extended Release	75733	Myasthenia Gravis	6	0.666667	903849	9000	Pyridostigmine	DOID:437	myasthenia gravis
18293	Synthroid 25 MCG Oral Tablet	69258	Hypothyroidism	16	0.326531	966158	10582	levothyroxine	DOID:1459	hypothyroidism
18293	Synthroid 25 MCG Oral Tablet	69266	Congenital Hypothyroidism	2	0.4	966158	10582	levothyroxine	DOID:0050328	congenital hypothyroidism
18294	Synthroid 75 MCG Oral Tablet	69258	Hypothyroidism	63	0.496063	966171	10582	levothyroxine	DOID:1459	hypothyroidism
18294	Synthroid 75 MCG Oral Tablet	69266	Congenital Hypothyroidism	13	0.684211	966171	10582	levothyroxine	DOID:0050328	congenital hypothyroidism
18294	Synthroid 75 MCG Oral Tablet	69283	Hashimoto's Thyroiditis	2	0.5	966171	10582	levothyroxine	DOID:7188	Hashimoto's thyroiditis
18333	Temazepam 15 MG Oral Capsule	75080	Parkinson's Disease	2	0.285714	198241	10355	Temazepam	DOID:14330	Parkinson's disease
18345	Terazol 7 0.4 % Vaginal Cream	288790	Bacterial Vaginosis	2	0.2	209283	37806	terconazole	DOID:3385	bacterial vaginosis
18354	Tetracycline HCl 250 MG Oral Capsule	69913	Rosacea	2	0.333333	198250	10395	Tetracycline	DOID:8881	rosacea
18374	Methocarbamol 750 MG Oral Tablet	288977	Fibromyalgia	2	0.333333	197944	6845	Methocarbamol	DOID:631	fibromyalgia
18385	Metoclopramide HCl 10 MG Oral Tablet	64748	Gastroparesis	4	0.285714	311666	6915	Metoclopramide	DOID:11914	gastroparesis
18385	Metoclopramide HCl 10 MG Oral Tablet	278812	Prostate Cancer	2	0.4	311666	6915	Metoclopramide	DOID:10283	prostate cancer
18386	Metoclopramide HCl 5 MG Oral Tablet	64748	Gastroparesis	5	0.5	311668	6915	Metoclopramide	DOID:11914	gastroparesis
18386	Metoclopramide HCl 5 MG Oral Tablet	70475	Scleroderma	6	0.375	311668	6915	Metoclopramide	DOID:418	Scleroderma
18386	Metoclopramide HCl 5 MG Oral Tablet	70475	Scleroderma	6	0.375	311668	6915	Metoclopramide	DOID:419	scleroderma
18387	Metoprolol Tartrate 100 MG Oral Tablet	62916	Atrial Fibrillation	7	0.28	866511	6918	Metoprolol	DOID:0060224	atrial fibrillation
18387	Metoprolol Tartrate 100 MG Oral Tablet	62975	Coronary Artery Disease	5	0.111111	866511	6918	Metoprolol	DOID:3393	coronary artery disease
18387	Metoprolol Tartrate 100 MG Oral Tablet	63467	Hypertension	41	0.310606	866511	6918	Metoprolol	DOID:10763	hypertension
18387	Metoprolol Tartrate 100 MG Oral Tablet	63468	Essential Hypertension	24	0.45283	866511	6918	Metoprolol	DOID:10825	essential hypertension
18387	Metoprolol Tartrate 100 MG Oral Tablet	63470	Benign Essential Hypertension	23	0.46	866511	6918	Metoprolol	DOID:10913	benign essential hypertension
18388	Metoprolol Tartrate 50 MG Oral Tablet	62916	Atrial Fibrillation	11	0.289474	866514	6918	Metoprolol	DOID:0060224	atrial fibrillation
18388	Metoprolol Tartrate 50 MG Oral Tablet	62975	Coronary Artery Disease	15	0.135135	866514	6918	Metoprolol	DOID:3393	coronary artery disease
18388	Metoprolol Tartrate 50 MG Oral Tablet	62978	Coronary Arteriosclerosis	2	0.222222	866514	6918	Metoprolol	DOID:3393	coronary arteriosclerosis
18388	Metoprolol Tartrate 50 MG Oral Tablet	63467	Hypertension	85	0.291096	866514	6918	Metoprolol	DOID:10763	hypertension
18388	Metoprolol Tartrate 50 MG Oral Tablet	63468	Essential Hypertension	44	0.44	866514	6918	Metoprolol	DOID:10825	essential hypertension
18388	Metoprolol Tartrate 50 MG Oral Tablet	63470	Benign Essential Hypertension	45	0.436893	866514	6918	Metoprolol	DOID:10913	benign essential hypertension
18388	Metoprolol Tartrate 50 MG Oral Tablet	69231	Hyperthyroidism	2	0.222222	866514	6918	Metoprolol	DOID:7998	hyperthyroidism
18391	MetroNIDAZOLE 500 MG Oral Tablet	64579	Gastroenteritis	4	0.2	311681	6922	Metronidazole	DOID:2326	gastroenteritis
18391	MetroNIDAZOLE 500 MG Oral Tablet	64629	Clostridium Difficile Colitis	2	0.666667	311681	6922	Metronidazole	DOID:0060185	Clostridium difficile colitis
18391	MetroNIDAZOLE 500 MG Oral Tablet	64632	Giardiasis	2	1	311681	6922	Metronidazole	DOID:10718	giardiasis
18391	MetroNIDAZOLE 500 MG Oral Tablet	64980	Crohn's Disease	4	0.444444	311681	6922	Metronidazole	DOID:8778	Crohn's disease
18391	MetroNIDAZOLE 500 MG Oral Tablet	65065	Diverticulitis Of Colon	11	0.44	311681	6922	Metronidazole	DOID:13254	diverticulitis of colon
18391	MetroNIDAZOLE 500 MG Oral Tablet	66213	Vaginitis	83	0.535484	311681	6922	Metronidazole	DOID:2170	vaginitis
18391	MetroNIDAZOLE 500 MG Oral Tablet	66249	Vulvovaginitis	3	0.6	311681	6922	Metronidazole	DOID:2273	vulvovaginitis
18391	MetroNIDAZOLE 500 MG Oral Tablet	77833	Trichomoniasis	7	0.7	311681	6922	Metronidazole	DOID:1947	trichomoniasis
18391	MetroNIDAZOLE 500 MG Oral Tablet	77872	Pelvic Inflammatory Disease	6	0.5	311681	6922	Metronidazole	DOID:1003	pelvic inflammatory disease
18391	MetroNIDAZOLE 500 MG Oral Tablet	282704	Acute Gastritis	2	0.2	311681	6922	Metronidazole	DOID:4029	acute Gastritis
18391	MetroNIDAZOLE 500 MG Oral Tablet	288761	Vaginal Discharge	42	0.407767	311681	6922	Metronidazole	DOID:3767	vaginal discharge
18391	MetroNIDAZOLE 500 MG Oral Tablet	288790	Bacterial Vaginosis	927	0.941117	311681	6922	Metronidazole	DOID:3385	bacterial vaginosis
18436	Minocycline HCl 100 MG Oral Capsule	62588	Chronic Ethmoidal Sinusitis	7	0.583333	197984	6980	Minocycline	DOID:9312	chronic ethmoidal sinusitis
18436	Minocycline HCl 100 MG Oral Capsule	69606	Acne	2	0.2	197984	6980	Minocycline	DOID:6543	acne
18436	Minocycline HCl 100 MG Oral Capsule	69607	Acne Vulgaris	3	0.75	197984	6980	Minocycline	DOID:6543	acne vulgaris
18436	Minocycline HCl 100 MG Oral Capsule	69999	Cellulitis	2	0.333333	197984	6980	Minocycline	DOID:3488	cellulitis
18436	Minocycline HCl 100 MG Oral Capsule	74027	Osteomyelitis	3	1	197984	6980	Minocycline	DOID:1019	osteomyelitis
18437	Minocycline HCl 50 MG Oral Capsule	69606	Acne	4	0.666667	197985	6980	Minocycline	DOID:6543	acne
18437	Minocycline HCl 50 MG Oral Capsule	69607	Acne Vulgaris	2	1	197985	6980	Minocycline	DOID:6543	acne vulgaris
18703	Transderm-Scop 1.5 MG Transdermal Patch 72 Hour	62516	Motion Sickness	6	1	351875	9601	Scopolamine	DOID:2951	motion sickness
18703	Transderm-Scop 1.5 MG Transdermal Patch 72 Hour	274511	Travel Sickness	5	0.714286	351875	9601	Scopolamine	DOID:2951	Travel sickness
18712	TraZODone HCl 100 MG Oral Tablet	76213	Schizophrenia	2	0.5	856373	10737	Trazodone	DOID:5419	schizophrenia
18712	TraZODone HCl 100 MG Oral Tablet	76232	Paranoid Schizophrenia	5	0.833333	856373	10737	Trazodone	DOID:1229	paranoid schizophrenia
18712	TraZODone HCl 100 MG Oral Tablet	76272	Schizoaffective Disorder	6	0.75	856373	10737	Trazodone	DOID:5418	schizoaffective disorder
18712	TraZODone HCl 100 MG Oral Tablet	76307	Bipolar Disorder	2	0.2	856373	10737	Trazodone	DOID:3312	bipolar disorder
18712	TraZODone HCl 100 MG Oral Tablet	76536	Generalized Anxiety Disorder	5	0.227273	856373	10737	Trazodone	DOID:14320	generalized anxiety disorder
18712	TraZODone HCl 100 MG Oral Tablet	275592	Post-traumatic Stress Disorder	3	0.272727	856373	10737	Trazodone	DOID:2055	post-traumatic stress disorder
18713	TraZODone HCl 150 MG Oral Tablet	76307	Bipolar Disorder	3	0.25	856364	10737	Trazodone	DOID:3312	bipolar disorder
18721	Naproxen Sodium 550 MG Oral Tablet	70455	Rheumatoid Arthritis	2	1	849431	7258	Naproxen	DOID:7148	rheumatoid arthritis
18818	Triamcinolone Acetonide 0.025 % External Cream	69710	Contact Dermatitis	3	0.230769	1085644	10759	Triamcinolone	DOID:2773	contact dermatitis
18818	Triamcinolone Acetonide 0.025 % External Cream	70112	Atopic Dermatitis	13	0.619048	1085644	10759	Triamcinolone	DOID:3310	atopic dermatitis
18818	Triamcinolone Acetonide 0.025 % External Cream	93705	Dermatitis	4	0.4	1085644	10759	Triamcinolone	DOID:2723	dermatitis
18818	Triamcinolone Acetonide 0.025 % External Cream	278350	Eczema	34	0.755556	1085644	10759	Triamcinolone	DOID:2723	eczema
18819	Triamcinolone Acetonide 0.1 % External Cream	69710	Contact Dermatitis	20	0.392157	1014314	10759	Triamcinolone	DOID:2773	contact dermatitis
18819	Triamcinolone Acetonide 0.1 % External Cream	69885	Pityriasis Rosea	3	0.6	1014314	10759	Triamcinolone	DOID:8892	pityriasis rosea
18819	Triamcinolone Acetonide 0.1 % External Cream	69942	Allergic Urticaria	7	0.636364	1014314	10759	Triamcinolone	DOID:10612	allergic urticaria
18819	Triamcinolone Acetonide 0.1 % External Cream	70112	Atopic Dermatitis	75	0.576923	1014314	10759	Triamcinolone	DOID:3310	atopic dermatitis
18819	Triamcinolone Acetonide 0.1 % External Cream	93705	Dermatitis	31	0.607843	1014314	10759	Triamcinolone	DOID:2723	dermatitis
18819	Triamcinolone Acetonide 0.1 % External Cream	278350	Eczema	91	0.572327	1014314	10759	Triamcinolone	DOID:2723	eczema
18820	Triamcinolone Acetonide 0.025 % External Lotion	278350	Eczema	2	0.666667	1085741	10759	Triamcinolone	DOID:2723	eczema
18821	Triamcinolone Acetonide 0.1 % External Lotion	70112	Atopic Dermatitis	4	0.4	1085745	10759	Triamcinolone	DOID:3310	atopic dermatitis
18821	Triamcinolone Acetonide 0.1 % External Lotion	93705	Dermatitis	2	0.5	1085745	10759	Triamcinolone	DOID:2723	dermatitis
18821	Triamcinolone Acetonide 0.1 % External Lotion	278350	Eczema	9	0.642857	1085745	10759	Triamcinolone	DOID:2723	eczema
18823	Triamcinolone Acetonide 0.1 % External Ointment	69710	Contact Dermatitis	7	0.4375	1085636	10759	Triamcinolone	DOID:2773	contact dermatitis
18823	Triamcinolone Acetonide 0.1 % External Ointment	70112	Atopic Dermatitis	22	0.468085	1085636	10759	Triamcinolone	DOID:3310	atopic dermatitis
18823	Triamcinolone Acetonide 0.1 % External Ointment	93705	Dermatitis	5	0.5	1085636	10759	Triamcinolone	DOID:2723	dermatitis
18823	Triamcinolone Acetonide 0.1 % External Ointment	278350	Eczema	60	0.618557	1085636	10759	Triamcinolone	DOID:2723	eczema
18961	Nortriptyline HCl 10 MG Oral Capsule	75125	Multiple Sclerosis	2	0.2	198045	7531	Nortriptyline	DOID:2377	multiple sclerosis
18971	NovoLIN N 100 UNIT/ML Subcutaneous Suspension	69380	Diabetes Mellitus	25	0.384615	311027	253181	NPH Insulin, Human	DOID:9351	diabetes mellitus
18971	NovoLIN N 100 UNIT/ML Subcutaneous Suspension	69381	Type II Diabetes Mellitus	5	0.227273	311027	253181	NPH Insulin, Human	DOID:9352	type II diabetes mellitus
18971	NovoLIN N 100 UNIT/ML Subcutaneous Suspension	69387	Type I Diabetes Mellitus	3	0.3	311027	253181	NPH Insulin, Human	DOID:9744	type I diabetes mellitus
19082	Valproic Acid 250 MG Oral Capsule	75020	Alzheimer's Disease	2	0.4	1099681	40254	Valproate	DOID:10652	Alzheimer's disease
19082	Valproic Acid 250 MG Oral Capsule	251600	Dementia	3	0.428571	1099681	40254	Valproate	DOID:1307	dementia
19082	Valproic Acid 250 MG Oral Capsule	252573	Frontotemporal Dementia	4	0.666667	1099681	40254	Valproate	DOID:9255	frontotemporal dementia
19082	Valproic Acid 250 MG Oral Capsule	297231	Epilepsy	2	0.666667	1099681	40254	Valproate	DOID:1826	epilepsy
19135	Nystatin 100000 UNIT/GM External Cream	66213	Vaginitis	2	0.4	543546	7597	Nystatin	DOID:2170	vaginitis
19135	Nystatin 100000 UNIT/GM External Cream	70124	Tinea Corporis	3	0.166667	543546	7597	Nystatin	DOID:12179	tinea corporis
19135	Nystatin 100000 UNIT/GM External Cream	70130	Diaper Rash	69	0.514925	543546	7597	Nystatin	DOID:2770	diaper rash
19135	Nystatin 100000 UNIT/GM External Cream	77205	Candidiasis	46	0.554217	543546	7597	Nystatin	DOID:1508	candidiasis
19135	Nystatin 100000 UNIT/GM External Cream	283255	Balanitis	4	1	543546	7597	Nystatin	DOID:13033	balanitis
19136	Nystatin 100000 UNIT/ML Mouth/Throat Suspension	70472	Systemic Lupus Erythematosus	2	0.2	312055	7597	Nystatin	DOID:9074	systemic lupus erythematosus
19136	Nystatin 100000 UNIT/ML Mouth/Throat Suspension	77205	Candidiasis	10	0.37037	312055	7597	Nystatin	DOID:1508	candidiasis
19136	Nystatin 100000 UNIT/ML Mouth/Throat Suspension	278812	Prostate Cancer	2	0.222222	312055	7597	Nystatin	DOID:10283	prostate cancer
19276	Vitamin B-12 1000 MCG Oral Tablet	77962	Anemia	2	0.5	309593	11248	Vitamin B 12	DOID:2355	anemia
19276	Vitamin B-12 1000 MCG Oral Tablet	257948	Vitamin B12 Deficiency	8	0.571429	309593	11248	Vitamin B 12	DOID:0050731	vitamin B12 deficiency
19293	Vitamin C 250 MG Oral Tablet	278812	Prostate Cancer	11	0.647059	199083	1151	Ascorbic Acid	DOID:10283	prostate cancer
19313	Oxistat 1 % External Cream	70124	Tinea Corporis	12	0.923077	207248	32638	oxiconazole	DOID:12179	tinea corporis
19316	Oxybutynin Chloride 5 MG Oral Tablet	65769	Neurogenic Bladder	6	0.857143	863664	32675	oxybutynin	DOID:12143	neurogenic bladder
19316	Oxybutynin Chloride 5 MG Oral Tablet	65855	Female Stress Incontinence	4	0.666667	863664	32675	oxybutynin	DOID:724	female stress incontinence
19316	Oxybutynin Chloride 5 MG Oral Tablet	75125	Multiple Sclerosis	4	0.25	863664	32675	oxybutynin	DOID:2377	multiple sclerosis
19374	Warfarin Sodium 2 MG Oral Tablet	62916	Atrial Fibrillation	18	0.5625	855302	11289	Warfarin	DOID:0060224	atrial fibrillation
19374	Warfarin Sodium 2 MG Oral Tablet	64277	Pulmonary Embolism	3	0.6	855302	11289	Warfarin	DOID:9477	pulmonary embolism
19374	Warfarin Sodium 2 MG Oral Tablet	77961	Protein S Deficiency	2	1	855302	11289	Warfarin	DOID:2451	protein S deficiency
19375	Warfarin Sodium 2.5 MG Oral Tablet	62916	Atrial Fibrillation	30	0.483871	855312	11289	Warfarin	DOID:0060224	atrial fibrillation
19375	Warfarin Sodium 2.5 MG Oral Tablet	63217	Congestive Heart Failure	4	0.133333	855312	11289	Warfarin	DOID:6000	congestive heart failure
19376	Warfarin Sodium 5 MG Oral Tablet	62916	Atrial Fibrillation	102	0.579545	855332	11289	Warfarin	DOID:0060224	atrial fibrillation
19376	Warfarin Sodium 5 MG Oral Tablet	63217	Congestive Heart Failure	7	0.101449	855332	11289	Warfarin	DOID:6000	congestive heart failure
19376	Warfarin Sodium 5 MG Oral Tablet	63271	Aortic Stenosis	2	0.2	855332	11289	Warfarin	DOID:1712	Aortic stenosis
19376	Warfarin Sodium 5 MG Oral Tablet	63484	Pulmonary Hypertension	2	0.2	855332	11289	Warfarin	DOID:6432	pulmonary hypertension
19376	Warfarin Sodium 5 MG Oral Tablet	64277	Pulmonary Embolism	9	0.243243	855332	11289	Warfarin	DOID:9477	pulmonary embolism
19376	Warfarin Sodium 5 MG Oral Tablet	78050	Antiphospholipid Syndrome	3	0.6	855332	11289	Warfarin	DOID:2988	antiphospholipid syndrome
19377	Warfarin Sodium 7.5 MG Oral Tablet	62916	Atrial Fibrillation	8	0.333333	855344	11289	Warfarin	DOID:0060224	atrial fibrillation
19377	Warfarin Sodium 7.5 MG Oral Tablet	63484	Pulmonary Hypertension	2	0.4	855344	11289	Warfarin	DOID:6432	pulmonary hypertension
19511	Acyclovir 200 MG Oral Capsule	76781	Herpes Simplex	3	0.5	197310	281	Acyclovir	DOID:8566	herpes simplex
19512	Acyclovir 400 MG Oral Tablet	76781	Herpes Simplex	18	0.75	197311	281	Acyclovir	DOID:8566	herpes simplex
19512	Acyclovir 400 MG Oral Tablet	76835	HIV Infection	6	0.375	197311	281	Acyclovir	DOID:526	HIV infection
19517	Aspirin 81 MG Oral Tablet	62975	Coronary Artery Disease	72	0.174334	243670	1191	Aspirin	DOID:3393	coronary artery disease
19517	Aspirin 81 MG Oral Tablet	62978	Coronary Arteriosclerosis	7	0.189189	243670	1191	Aspirin	DOID:3393	coronary arteriosclerosis
19517	Aspirin 81 MG Oral Tablet	63173	Cardiomyopathy	3	0.115385	243670	1191	Aspirin	DOID:0050700	cardiomyopathy
19517	Aspirin 81 MG Oral Tablet	63467	Hypertension	20	0.0198413	243670	1191	Aspirin	DOID:10763	hypertension
19517	Aspirin 81 MG Oral Tablet	63470	Benign Essential Hypertension	12	0.0530973	243670	1191	Aspirin	DOID:10913	benign essential hypertension
19517	Aspirin 81 MG Oral Tablet	63526	Hypoplastic Left Heart Syndrome	3	1	243670	1191	Aspirin	DOID:9955	hypoplastic left heart syndrome
19517	Aspirin 81 MG Oral Tablet	70472	Systemic Lupus Erythematosus	4	0.181818	243670	1191	Aspirin	DOID:9074	systemic lupus erythematosus
19517	Aspirin 81 MG Oral Tablet	75032	Vascular Dementia	13	0.52	243670	1191	Aspirin	DOID:8725	vascular dementia
19517	Aspirin 81 MG Oral Tablet	78050	Antiphospholipid Syndrome	2	0.285714	243670	1191	Aspirin	DOID:2988	antiphospholipid syndrome
19528	Bumetanide 1 MG Oral Tablet	63217	Congestive Heart Failure	2	0.285714	197418	1808	Bumetanide	DOID:6000	congestive heart failure
19529	BuPROPion HCl 75 MG Oral Tablet	76307	Bipolar Disorder	2	0.666667	993691	42347	Bupropion	DOID:3312	bipolar disorder
19529	BuPROPion HCl 75 MG Oral Tablet	76383	Dysthymic Disorder	3	0.75	993691	42347	Bupropion	DOID:12139	dysthymic disorder
19529	BuPROPion HCl 75 MG Oral Tablet	76536	Generalized Anxiety Disorder	3	0.3	993691	42347	Bupropion	DOID:14320	generalized anxiety disorder
19572	Perphenazine 16 MG Oral Tablet	76272	Schizoaffective Disorder	2	1	198075	8076	Perphenazine	DOID:5418	schizoaffective disorder
19581	Captopril 25 MG Oral Tablet	63468	Essential Hypertension	2	0.4	317173	1998	Captopril	DOID:10825	essential hypertension
19590	Chlorhexidine Gluconate 0.12 % Mouth/Throat Solution	62803	Acute Gingivitis	2	1	834127	2358	Chlorhexidine	DOID:3087	acute gingivitis
19597	Clobetasol Propionate 0.05 % External Solution	70135	Seborrheic Dermatitis	5	1	861487	2590	Clobetasol	DOID:8741	seborrheic dermatitis
