drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	drug_url	disease_url	tie
Bleomycin	skin cancer	DM	DM					http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A4159	False
Bleomycin	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00290	http://www.disease-ontology.org/term/DOID%3A2998	False
Bortezomib	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00188	http://www.disease-ontology.org/term/DOID%3A2531	False
Bosentan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00559	http://www.disease-ontology.org/term/DOID%3A10763	False
Brimonidine	glaucoma	DM	DM					http://www.drugbank.ca/drugs/DB00484	http://www.disease-ontology.org/term/DOID%3A1686	False
Brimonidine	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB00484	http://www.disease-ontology.org/term/DOID%3A10763	False
Brinzolamide	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB01194	http://www.disease-ontology.org/term/DOID%3A10763	False
Bromocriptine	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01200	http://www.disease-ontology.org/term/DOID%3A14330	False
Budesonide	asthma	DM	DM					http://www.drugbank.ca/drugs/DB01222	http://www.disease-ontology.org/term/DOID%3A2841	False
Bumetanide	chronic kidney failure	SYM	SYM					http://www.drugbank.ca/drugs/DB00887	http://www.disease-ontology.org/term/DOID%3A784	False
Bupropion	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01156	http://www.disease-ontology.org/term/DOID%3A1094	False
Bupropion	panic disorder	SYM	SYM		Pilot classification: disease-modifying; Pilot notes: if it reduces 'flares' of panic attacks			http://www.drugbank.ca/drugs/DB01156	http://www.disease-ontology.org/term/DOID%3A594	False
Buspirone	epilepsy syndrome	NOT	NOT					http://www.drugbank.ca/drugs/DB00490	http://www.disease-ontology.org/term/DOID%3A1826	False
Buspirone	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00490	http://www.disease-ontology.org/term/DOID%3A594	False
Busulfan	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01008	http://www.disease-ontology.org/term/DOID%3A2531	False
Butalbital	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00241	http://www.disease-ontology.org/term/DOID%3A6364	False
Butenafine	psoriasis	NOT	NOT					http://www.drugbank.ca/drugs/DB01091	http://www.disease-ontology.org/term/DOID%3A8893	False
Cabazitaxel	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB06772	http://www.disease-ontology.org/term/DOID%3A10283	False
Cabergoline	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00248	http://www.disease-ontology.org/term/DOID%3A14330	False
Caffeine	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00201	http://www.disease-ontology.org/term/DOID%3A6364	False
Caffeine	osteoarthritis	NOT	NOT					http://www.drugbank.ca/drugs/DB00201	http://www.disease-ontology.org/term/DOID%3A8398	False
Calcipotriol	psoriasis	DM	DM					http://www.drugbank.ca/drugs/DB02300	http://www.disease-ontology.org/term/DOID%3A8893	False
Calcitriol	chronic kidney failure	SYM	SYM					http://www.drugbank.ca/drugs/DB00136	http://www.disease-ontology.org/term/DOID%3A784	False
Calcitriol	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00136	http://www.disease-ontology.org/term/DOID%3A11476	False
Candesartan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00796	http://www.disease-ontology.org/term/DOID%3A10763	False
Capecitabine	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A1612	False
Capecitabine	colon cancer	DM	DM					http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A219	False
Capecitabine	esophageal cancer	DM	DM					http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A5041	False
Capecitabine	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10283	False
Capecitabine	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB01101	http://www.disease-ontology.org/term/DOID%3A10534	False
Captopril	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB01197	http://www.disease-ontology.org/term/DOID%3A3393	False
Captopril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB01197	http://www.disease-ontology.org/term/DOID%3A10763	False
Captopril	rheumatoid arthritis	NOT	NOT		Pilot classification: ?; Pilot notes: some research in rats says this may be helpful in RA			http://www.drugbank.ca/drugs/DB01197	http://www.disease-ontology.org/term/DOID%3A7148	False
Carbamazepine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A3312	False
Carbamazepine	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A1826	False
Carbamazepine	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A2377	False
Carbamazepine	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A0050425	False
Carbamazepine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00564	http://www.disease-ontology.org/term/DOID%3A5419	False
Carbidopa	Alzheimer's disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00190	http://www.disease-ontology.org/term/DOID%3A10652	False
Carbidopa	Parkinson's disease	SYM	SYM			Not even really symptomatic- helps with pharmacokinetics of levodopa		http://www.drugbank.ca/drugs/DB00190	http://www.disease-ontology.org/term/DOID%3A14330	False
Carbidopa	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00190	http://www.disease-ontology.org/term/DOID%3A0050425	False
Carboplatin	bone cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A184	False
Carboplatin	brain cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A1319	False
Carboplatin	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A1612	False
Carboplatin	esophageal cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A5041	False
Carboplatin	ocular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A2174	False
Carboplatin	ovarian cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A2394	False
Carboplatin	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A2998	False
Carboplatin	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A11054	False
Carboplatin	uterine cancer	DM	DM					http://www.drugbank.ca/drugs/DB00958	http://www.disease-ontology.org/term/DOID%3A363	False
Carmustine	brain cancer	DM	DM					http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A1319	False
Carmustine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A2531	False
Carmustine	lymphatic system cancer	DM	DM					http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A0060073	False
Carmustine	malignant glioma	DM	DM					http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A3070	False
Carmustine	melanoma	DM	DM					http://www.drugbank.ca/drugs/DB00262	http://www.disease-ontology.org/term/DOID%3A1909	False
Cefdinir	allergic rhinitis	NOT	NOT					http://www.drugbank.ca/drugs/DB00535	http://www.disease-ontology.org/term/DOID%3A4481	False
Cefdinir	asthma	NOT	NOT					http://www.drugbank.ca/drugs/DB00535	http://www.disease-ontology.org/term/DOID%3A2841	False
Celecoxib	ankylosing spondylitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A7147	False
Celecoxib	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A8398	False
Celecoxib	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00482	http://www.disease-ontology.org/term/DOID%3A7148	False
Cephalexin	chronic kidney failure	NOT	NOT			Used to treat complication of chronic dialysis		http://www.drugbank.ca/drugs/DB00567	http://www.disease-ontology.org/term/DOID%3A784	False
Chlorambucil	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A1612	False
Chlorambucil	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A2531	False
Chlorambucil	ovarian cancer	DM	DM					http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A2394	False
Chlorambucil	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00291	http://www.disease-ontology.org/term/DOID%3A2998	False
Chlordiazepoxide	alcohol dependence	SYM	SYM					http://www.drugbank.ca/drugs/DB00475	http://www.disease-ontology.org/term/DOID%3A0050741	False
Chlorothiazide	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00880	http://www.disease-ontology.org/term/DOID%3A10763	False
Chlorpromazine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00477	http://www.disease-ontology.org/term/DOID%3A3312	False
Chlorpromazine	conduct disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00477	http://www.disease-ontology.org/term/DOID%3A12995	False
Chlorpromazine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00477	http://www.disease-ontology.org/term/DOID%3A5419	False
Chlorthalidone	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00310	http://www.disease-ontology.org/term/DOID%3A10763	False
Ciclesonide	asthma	DM	DM					http://www.drugbank.ca/drugs/DB01410	http://www.disease-ontology.org/term/DOID%3A2841	False
Cilostazol	systemic scleroderma	SYM	SYM					http://www.drugbank.ca/drugs/DB01166	http://www.disease-ontology.org/term/DOID%3A418	False
Ciprofloxacin	prostate cancer	NOT	NOT		in research			http://www.drugbank.ca/drugs/DB00537	http://www.disease-ontology.org/term/DOID%3A10283	False
Cisplatin	bone cancer	DM	DM					http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A184	False
Cisplatin	esophageal cancer	DM	DM					http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A5041	False
Cisplatin	germ cell cancer	DM	DM					http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A2994	False
Cisplatin	hematologic cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A2531	False
Cisplatin	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A1324	False
Cisplatin	peripheral nervous system neoplasm	DM	DM			Neurofibroma only		http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A1192	False
Cisplatin	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A2998	False
Cisplatin	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00515	http://www.disease-ontology.org/term/DOID%3A11054	False
Citalopram	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A14330	False
Citalopram	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A3312	False
Citalopram	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A1595	False
Citalopram	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00215	http://www.disease-ontology.org/term/DOID%3A594	False
Cladribine	hematologic cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00242	http://www.disease-ontology.org/term/DOID%3A2531	False
Cladribine	multiple sclerosis	DM	DM		in research			http://www.drugbank.ca/drugs/DB00242	http://www.disease-ontology.org/term/DOID%3A2377	False
Clindamycin	allergic rhinitis	NOT	NOT					http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A4481	False
Clindamycin	atopic dermatitis	NOT	NOT		for superimpsoed infections			http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A3310	False
Clindamycin	malaria	DM	DM					http://www.drugbank.ca/drugs/DB01190	http://www.disease-ontology.org/term/DOID%3A12365	False
Clobazam	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00349	http://www.disease-ontology.org/term/DOID%3A1826	False
Clobetasol propionate	psoriasis	DM	DM					http://www.drugbank.ca/drugs/DB01013	http://www.disease-ontology.org/term/DOID%3A8893	False
Clofarabine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00631	http://www.disease-ontology.org/term/DOID%3A2531	False
Clomipramine	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01242	http://www.disease-ontology.org/term/DOID%3A594	False
Clonazepam	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A14330	False
Clonazepam	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A1826	False
Clonazepam	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A2377	False
Clonazepam	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A594	False
Clonazepam	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A0050425	False
Clonazepam	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB01068	http://www.disease-ontology.org/term/DOID%3A5419	False
Clonidine	Gilles de la Tourette syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A11119	False
Clonidine	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A1094	False
Clonidine	autistic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A12849	False
Clonidine	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00575	http://www.disease-ontology.org/term/DOID%3A0050425	False
Clopidogrel	atherosclerosis	NOT	NOT			Indicated for complication of atherosclerosis but does not treat underlying condition		http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A1936	False
Clopidogrel	coronary artery disease	DM	DM		Pilot classification: disease-modifying; Pilot notes: helps to prevent disease worsening			http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A3393	False
Clopidogrel	hypertension	NOT	NOT			not used to treat HTN		http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A10763	False
Clopidogrel	kidney cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00758	http://www.disease-ontology.org/term/DOID%3A263	False
Clozapine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00363	http://www.disease-ontology.org/term/DOID%3A3312	False
Clozapine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00363	http://www.disease-ontology.org/term/DOID%3A5419	False
Cocaine	dental caries	NOT	NOT		Pilot classification: symptomatic; Pilot notes:	worsens disease		http://www.drugbank.ca/drugs/DB00907	http://www.disease-ontology.org/term/DOID%3A216	False
Codeine	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00318	http://www.disease-ontology.org/term/DOID%3A8398	False
Colchicine	primary biliary cirrhosis	NOT	NOT					http://www.drugbank.ca/drugs/DB01394	http://www.disease-ontology.org/term/DOID%3A12236	False
Conjugated Estrogens	osteoporosis	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00286	http://www.disease-ontology.org/term/DOID%3A11476	False
Crizotinib	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB08865	http://www.disease-ontology.org/term/DOID%3A1324	False
Cyclosporine	focal segmental glomerulosclerosis	DM	DM					http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A1312	False
Cyclosporine	psoriasis	DM	DM					http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A8893	False
Cyclosporine	rheumatoid arthritis	DM	DM					http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A7148	False
Cyclosporine	systemic lupus erythematosus	DM	DM					http://www.drugbank.ca/drugs/DB00091	http://www.disease-ontology.org/term/DOID%3A9074	False
Cytarabine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A2531	False
Cytarabine	lymphatic system cancer	DM	DM					http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A0060073	False
Cytarabine	meningioma	NOT	NOT		in research			http://www.drugbank.ca/drugs/DB00987	http://www.disease-ontology.org/term/DOID%3A3565	False
Dacarbazine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A2531	False
Dacarbazine	melanoma	DM	DM					http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1909	False
Dacarbazine	muscle cancer	DM	DM					http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A4045	False
Dacarbazine	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1793	False
Dacarbazine	peripheral nervous system neoplasm	DM	DM					http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1192	False
Dacarbazine	sarcoma	DM	DM					http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A1115	False
Dacarbazine	skin cancer	DM	DM					http://www.drugbank.ca/drugs/DB00851	http://www.disease-ontology.org/term/DOID%3A4159	False
Dactinomycin	germ cell cancer	DM	DM					http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A2994	False
Dactinomycin	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A263	False
Dactinomycin	melanoma	DM	DM					http://www.drugbank.ca/drugs/DB00970	http://www.disease-ontology.org/term/DOID%3A1909	False
