RXCUI_IN,DRUG_DESC,ICD9,INDICATION_DESCRIPTION,POSSIBLE_LABEL_USE
3002,Cyclophosphamide,287.31,Immune thrombocytopenic purpura,0
3002,Cyclophosphamide,340,Multiple sclerosis,0
3002,Cyclophosphamide,358.0,Myasthenia gravis,0
3002,Cyclophosphamide,358.00,Myasthenia gravis without (acute) exacerbation,0
3002,Cyclophosphamide,446.4,Wegener's granulomatosis,0
3002,Cyclophosphamide,581,Nephrotic syndrome,1
3002,Cyclophosphamide,581.9,Nephrotic syndrome with unspecified pathological lesion in kidney,1
3002,Cyclophosphamide,710.0|581.81,,0
3002,Cyclophosphamide,729.0,Rheumatism; unspecified and fibrositis,0
3002,Cyclophosphamide,799.9,Other unknown and unspecified cause of morbidity or mortality,0
3007,Cycloserine,010-018.99,,1
3007,Cycloserine,011.90,Unspecified pulmonary tuberculosis; unspecified examination,1
3007,Cycloserine,272.7,Lipidoses,0
3008,Cyclosporine,279.5,Graft-versus-host disease,1
3008,Cyclosporine,279.50,Graft-versus-host disease; unspecified,1
3008,Cyclosporine,358.0,Myasthenia gravis,0
3008,Cyclosporine,358.00,Myasthenia gravis without (acute) exacerbation,0
3008,Cyclosporine,370.33,Keratoconjunctivitis sicca; not specified as Sjogren's,1
3008,Cyclosporine,375.15,Tear film insufficiency NOS,0
3008,Cyclosporine,50.5,Liver transplant,0
3008,Cyclosporine,582.1,Chronic glomerulonephritis with lesion of membranous glomerulonephritis,0
3008,Cyclosporine,696.1,Other psoriasis and similar disorders excluding psoriatic arthropathy,1
3008,Cyclosporine,710.0,Systemic lupus erythematosus,0
3008,Cyclosporine,714.0,Rheumatoid arthritis,1
3008,Cyclosporine,716.90,Arthropathy; unspecified; site unspecified,1
3008,Cyclosporine,799.9,Other unknown and unspecified cause of morbidity or mortality,0
3008,Cyclosporine,996.52,Mechanical complication due to other tissue graft; not elsewhere classified,1
3013,Cyproheptadine,253.7,Iatrogenic pituitary disorders,0
3013,Cyproheptadine,295,Schizophrenic disorders,0
3013,Cyproheptadine,295.9,Unspecified schizophrenia,0
3013,Cyproheptadine,295.90,Unspecified schizophrenia; unspecified state,0
3013,Cyproheptadine,333.81,Blepharospasm,0
3013,Cyproheptadine,339.00,Cluster headache syndrome; unspecified,0
3013,Cyproheptadine,339.02,Chronic cluster headache,0
3013,Cyproheptadine,346,Migraine,0
3013,Cyproheptadine,346.9,Migraine; unspecified,0
3013,Cyproheptadine,346.90,Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus,0
3013,Cyproheptadine,477.0,Allergic rhinitis due to pollen,1
3013,Cyproheptadine,477.9,Allergic rhinitis NOS,1
3013,Cyproheptadine,698.9,Unspecified pruritic disorder,0
3013,Cyproheptadine,708,Urticaria,1
3013,Cyproheptadine,708.9,Unspecified urticaria,1
3013,Cyproheptadine,728.9,Unspecified disorder of muscle; ligament; and fascia,0
3013,Cyproheptadine,781.3,Lack of coordination,0
3013,Cyproheptadine,995.3,Allergy unspecified not elsewhere classified,1
3014,Cyproterone,185,Malignant neoplasm of prostate,1
3022,Cysteamine,270.0,Disturbances of amino-acid transport,0
3041,Cytarabine,202.80,Other malignant lymphomas; unspecified site; extranodal and solid organ sites,1
3041,Cytarabine,204.0,Lymphoid leukemia; acute,1
3041,Cytarabine,204.00,Acute lymphoid leukemia without mention of having achieved remission,1
3041,Cytarabine,205.0,Myeloid leukemia; acute,1
3041,Cytarabine,205.00,Acute myeloid leukemia without mention of having achieved remission,1
3041,Cytarabine,205.1,Myeloid leukemia; chronic,1
3041,Cytarabine,205.10,Chronic myeloid leukemia without mention of having achieved remission,1
3041,Cytarabine,208,Leukemia of unspecified cell type,1
3041,Cytarabine,208.9,Unspecified leukemia,1
3041,Cytarabine,208.90,Unspecified leukemia without mention of having achieved remission,1
3041,Cytarabine,238.75,Myelodysplastic syndrome; unspecified,1
3041,Cytarabine,239.7,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system,1
3098,Dacarbazine,157.4,Malignant neoplasm of islets of Langerhans,1
3098,Dacarbazine,171.9,Malignant neoplasm of connective and other soft tissue; site unspecified,1
3098,Dacarbazine,172.9,Melanoma of skin; site unspecified,1
3098,Dacarbazine,201,Hodgkin's disease,0
3098,Dacarbazine,201.0,Hodgkin's paragranuloma,0
3098,Dacarbazine,201.1,Hodgkin's granuloma,0
3098,Dacarbazine,201.10,Hodgkin's granuloma; unspecified site; extranodal and solid organ sites,0
3098,Dacarbazine,201.2,Hodgkin's sarcoma,0
3098,Dacarbazine,201.20,Hodgkin's sarcoma; unspecified site; extranodal and solid organ sites,0
3098,Dacarbazine,201.9,Hodgkin's disease; unspecified type,0
3098,Dacarbazine,201.90,Hodgkin's disease; unspecified type; unspecified site; extranodal and solid organ sites,0
3098,Dacarbazine,209.20,Malignant carcinoid tumor of unknown primary site,1
3100,Dactinomycin,140-239.99,,1
3100,Dactinomycin,171.9,Malignant neoplasm of connective and other soft tissue; site unspecified,1
3100,Dactinomycin,172.9,Melanoma of skin; site unspecified,0
3100,Dactinomycin,176,Kaposi's sarcoma,0
3100,Dactinomycin,176.9,Kaposi's sarcoma NOS,0
3100,Dactinomycin,181,Malignant neoplasm of placenta,0
3100,Dactinomycin,186,Malignant neoplasm of testis,1
3100,Dactinomycin,186.9,Malignant neoplasm of other and unspecified testis,1
3100,Dactinomycin,189.0,Malignant neoplasm of kidney; except pelvis,0
3100,Dactinomycin,190.5,Malignant neoplasm of retina,0
3100,Dactinomycin,209.20,Malignant carcinoid tumor of unknown primary site,0
3100,Dactinomycin,239,Neoplasms of unspecified nature,1
3100,Dactinomycin,239-239.99,,1
3100,Dactinomycin,239.2,Neoplasm of unspecified nature of bone; soft tissue; and skin,0
3100,Dactinomycin,239.5,Neoplasm of unspecified nature of other genitourinary organs,0
3100,Dactinomycin,630,Hydatidiform mole,1
3102,Danazol,277.6,Other deficiencies of circulating enzymes,1
3102,Danazol,338-338.99,,1
3102,Danazol,610.1,Diffuse cystic mastopathy,1
3102,Danazol,617,Endometriosis,1
3102,Danazol,617.9,Endometriosis; site unspecified,1
3102,Danazol,780.96,Generalized pain,1
3102,Danazol,782.3,Edema,0
3102,Danazol,995.1,Angioneurotic edema not elsewhere classified,1
3105,Dantrolene,333.92,Neuroleptic malignant syndrome,0
3105,Dantrolene,340,Multiple sclerosis,1
3105,Dantrolene,343.9,Infantile cerebral palsy NOS,1
3105,Dantrolene,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1
3105,Dantrolene,728.85,Spasm of muscle,1
3105,Dantrolene,781.0,Abnormal involuntary movements,1
3105,Dantrolene,781.99,Other symptoms involving nervous and musculoskeletal systems,1
3105,Dantrolene,952.9,Spinal cord injury NOS,0
3105,Dantrolene,995.86,Malignant hyperthermia,1
3106,Dantrolene Sodium,333.92,Neuroleptic malignant syndrome,0
3106,Dantrolene Sodium,340,Multiple sclerosis,1
3106,Dantrolene Sodium,343.9,Infantile cerebral palsy NOS,1
3106,Dantrolene Sodium,434.91,Cerebral artery occlusion; unspecified; with cerebral infarction,1
3106,Dantrolene Sodium,728.85,Spasm of muscle,1
3106,Dantrolene Sodium,781.0,Abnormal involuntary movements,1
3106,Dantrolene Sodium,952.9,Spinal cord injury NOS,0
3106,Dantrolene Sodium,995.86,Malignant hyperthermia,1
3108,Dapsone,030,Leprosy,1
3108,Dapsone,030.0,Lepromatous leprosy,0
3108,Dapsone,030.9,Leprosy NOS,1
3108,Dapsone,084,Malaria,0
3108,Dapsone,084.2,Quartan malaria,0
3108,Dapsone,084.6,Malaria NOS,0
3108,Dapsone,130,Toxoplasmosis,0
3108,Dapsone,130.9,Toxoplasmosis NOS,0
3108,Dapsone,694.0,Dermatitis herpetiformis,1
3108,Dapsone,706.1,Other acne,1
3108,Dapsone,733.99,Other disorders of bone and cartilage,0
3109,Daunorubicin,204.0,Lymphoid leukemia; acute,1
3109,Daunorubicin,204.00,Acute lymphoid leukemia without mention of having achieved remission,1
3109,Daunorubicin,205.0,Myeloid leukemia; acute,1
3109,Daunorubicin,205.00,Acute myeloid leukemia without mention of having achieved remission,1
3109,Daunorubicin,208,Leukemia of unspecified cell type,1
3109,Daunorubicin,208.9,Unspecified leukemia,1
3109,Daunorubicin,208.90,Unspecified leukemia without mention of having achieved remission,1
3131,Deferoxamine,275.01,Hereditary hemochromatosis,1
3131,Deferoxamine,275.03,Other hemochromatosis,1
3131,Deferoxamine,275.09,Other disorders of iron metabolism,1
3131,Deferoxamine,282.4,Thalassemias,1
3131,Deferoxamine,282.40,Thalassemia; unspecified,1
3131,Deferoxamine,371.9,Unspecified corneal disorder,0
3131,Deferoxamine,585.6,End stage renal disease,0
3131,Deferoxamine,585.9,Chronic kidney disease; unspecified,0
3131,Deferoxamine,586,Renal failure unspecified,0
3131,Deferoxamine,733.90,Disorder of bone and cartilage; unspecified,0
3132,deferoxamine mesylate,275.01,Hereditary hemochromatosis,1
3132,deferoxamine mesylate,275.03,Other hemochromatosis,1
3132,deferoxamine mesylate,275.09,Other disorders of iron metabolism,1
3132,deferoxamine mesylate,282.4,Thalassemias,1
3132,deferoxamine mesylate,282.40,Thalassemia; unspecified,1
3132,deferoxamine mesylate,371.9,Unspecified corneal disorder,0
3132,deferoxamine mesylate,585.6,End stage renal disease,0
3132,deferoxamine mesylate,585.9,Chronic kidney disease; unspecified,0
3132,deferoxamine mesylate,586,Renal failure unspecified,1
3132,deferoxamine mesylate,733.90,Disorder of bone and cartilage; unspecified,0
3143,dehydroepiandrosterone,017.00,Tuberculosis of skin and subcutaneous cellular tissue; unspecified examination,0
3143,dehydroepiandrosterone,255.41,Glucocorticoid deficiency,0
3154,Demeclocycline,033.0,Whooping cough due to bordetella pertussis (b. pertussis),0
3154,Demeclocycline,041.9,Bacterial infection; unspecified; in conditions classified elsewhere and of unspecified site,0
3154,Demeclocycline,088.81,Lyme disease,1
3154,Demeclocycline,098,Gonococcal infections,1
3154,Demeclocycline,098.89,Gonococcal infection of other specified sites,1
3154,Demeclocycline,136.9,Unspecified infectious and parasitic diseases,1
3154,Demeclocycline,253.6,Other disorders of neurohypophysis,0
3154,Demeclocycline,486,Pneumonia; organism unspecified,1
3154,Demeclocycline,519.8,Other diseases of respiratory system; not elsewhere classified,1
3154,Demeclocycline,599.0,Urinary tract infection; site not specified,1
3154,Demeclocycline,706.1,Other acne,1
3247,Desipramine,311,Depressive disorder NEC,0
3247,Desipramine,314,Hyperkinetic syndrome of childhood,0
3247,Desipramine,314.01,Attention deficit disorder of childhood with hyperactivity,0
3247,Desipramine,314.9,Unspecified hyperkinetic syndrome of childhood,0
3247,Desipramine,338-338.99,,0
3247,Desipramine,780.96,Generalized pain,0
3248,Deslanoside,427.31,Atrial fibrillation,0
3248,Deslanoside,427.32,Atrial flutter,0
3248,Deslanoside,427.89,Other specified cardiac dysrhythmias,0
3248,Deslanoside,428.0,Congestive heart failure (CHF) NOS,0
3248,Deslanoside,785.9,Other symptoms involving cardiovascular system,0
3251,desmopressin,250,Diabetes mellitus,1
3251,desmopressin,250.00,type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication,1
3251,desmopressin,253.5,Diabetes insipidus,1
3251,desmopressin,286.0,Congenital factor VIII disorder,1
3251,desmopressin,286.4,Von willebrand's disease,1
3251,desmopressin,286.7,Acquired coagulation factor deficiency,1
3251,desmopressin,287.5,Thrombocytopenia NOS,0
3251,desmopressin,307.6,Enuresis,1
3251,desmopressin,459.0,Hemorrhage NOS,1
3251,desmopressin,588.1,Nephrogenic diabetes insipidus,1
3251,desmopressin,783.5,Polydipsia,1
3251,desmopressin,788.36,Nocturnal enuresis,1
3251,desmopressin,788.43,Nocturia,1
3251,desmopressin,790.99,Other nonspecific findings on examination of blood,0
3254,Desonide,691.8,Other atopic dermatitis,1
3254,Desonide,692.9,Contact dermatitis and other eczema; unspecified cause,1
3254,Desonide,709.9,Unspecified disorder of skin and subcutaneous tissue,1
3255,Desoximetasone,698.9,Unspecified pruritic disorder,0
3255,Desoximetasone,709.9,Unspecified disorder of skin and subcutaneous tissue,1
3264,Dexamethasone,136.9,Unspecified infectious and parasitic diseases,1
3264,Dexamethasone,140-239.99,,1
3264,Dexamethasone,239,Neoplasms of unspecified nature,1
3264,Dexamethasone,239-239.99,,1
3264,Dexamethasone,239.6,Neoplasm of unspecified nature of brain,1
3264,Dexamethasone,255.0,Cushing's syndrome,1
3264,Dexamethasone,255.2,Adrenogenital disorders,1
3264,Dexamethasone,255.41,Glucocorticoid deficiency,1
3264,Dexamethasone,280-289.99,,1
3264,Dexamethasone,287.31,Immune thrombocytopenic purpura,1
3264,Dexamethasone,289.9,Blood disease NOS,1
3264,Dexamethasone,311,Depressive disorder NEC,0
3264,Dexamethasone,348.5,Cerebral edema,1
3264,Dexamethasone,379.99,Other ill-defined disorders of eye,1
3264,Dexamethasone,380.10,Infective otitis externa; unspecified,1
3264,Dexamethasone,382.9,Unspecified otitis media,1
3264,Dexamethasone,471,Nasal polyps,0
3264,Dexamethasone,471.0,Polyp of nasal cavity,0
3264,Dexamethasone,471.9,Nasal polyp NOS,0
3264,Dexamethasone,477.9,Allergic rhinitis NOS,1
3264,Dexamethasone,493,Asthma,1
3264,Dexamethasone,493.9,Asthma; unspecified,1
3264,Dexamethasone,493.90,Asthma; unspecified type; without mention of status asthmaticus,1
3264,Dexamethasone,558.9,Other and unspecified noninfectious gastroenteritis and colitis,1
3264,Dexamethasone,569.9,Unspecified disorder of intestine,1
3264,Dexamethasone,714.0,Rheumatoid arthritis,1
3264,Dexamethasone,716.90,Arthropathy; unspecified; site unspecified,1
3264,Dexamethasone,782.3,Edema,1
3264,Dexamethasone,784.2,Swelling; mass; or lump in head and neck,0
3264,Dexamethasone,785.52,Septic shock,0
3264,Dexamethasone,787.02,Nausea alone,1
3264,Dexamethasone,787.03,Vomiting alone,1
3264,Dexamethasone,995.3,Allergy unspecified not elsewhere classified,1
3266,Phenylpropanolamine Hydrochloride,278.00,Obesity NOS,0
3266,Phenylpropanolamine Hydrochloride,460,Acute nasopharyngitis (common cold),0
3266,Phenylpropanolamine Hydrochloride,477.9,Allergic rhinitis NOS,0
3266,Phenylpropanolamine Hydrochloride,786.2,Cough,0
3268,Dexfenfluramine,278.00,Obesity NOS,0
3272,Dextran 40,415.19,Other pulmonary embolism and infarction,0
3272,Dextran 40,453.9,Embolism and thrombosis of unspecified site,0
3272,Dextran 40,785.50,Shock NOS,0
3274,Dextran 70,415.19,Other pulmonary embolism and infarction,0
3274,Dextran 70,453.9,Embolism and thrombosis of unspecified site,0
3274,Dextran 70,785.50,Shock NOS,0
3287,Dextroamphetamine Sulfate,296.99,Other specified episodic mood disorder,1
3287,Dextroamphetamine Sulfate,300.9,Unspecified nonpsychotic mental disorder,1
3287,Dextroamphetamine Sulfate,314,Hyperkinetic syndrome of childhood,1
3287,Dextroamphetamine Sulfate,314.01,Attention deficit disorder of childhood with hyperactivity,1
3287,Dextroamphetamine Sulfate,314.9,Unspecified hyperkinetic syndrome of childhood,1
3287,Dextroamphetamine Sulfate,347.0,Narcolepsy,1
3287,Dextroamphetamine Sulfate,347.00,Narcolepsy; without cataplexy,1
3288,Dextroamphetamine,296.99,Other specified episodic mood disorder,1
3288,Dextroamphetamine,300.9,Unspecified nonpsychotic mental disorder,1
3288,Dextroamphetamine,314,Hyperkinetic syndrome of childhood,1
3288,Dextroamphetamine,314.01,Attention deficit disorder of childhood with hyperactivity,1
3288,Dextroamphetamine,314.9,Unspecified hyperkinetic syndrome of childhood,1
3288,Dextroamphetamine,347.0,Narcolepsy,1
3288,Dextroamphetamine,347.00,Narcolepsy; without cataplexy,1
3289,Dextromethorphan,335.20,Amyotrophic lateral sclerosis,0
3289,Dextromethorphan,338-338.99,,0
3289,Dextromethorphan,340,Multiple sclerosis,0
3289,Dextromethorphan,460,Acute nasopharyngitis (common cold),1
3289,Dextromethorphan,487,Influenza,0
3289,Dextromethorphan,487.1,Influenza with other respiratory manifestations,0
3289,Dextromethorphan,698.9,Unspecified pruritic disorder,0
3289,Dextromethorphan,729.1,Myalgia and myositis unspecified,0
3289,Dextromethorphan,780.09,Other alteration of consciousness,0
3289,Dextromethorphan,780.52,Insomnia; unspecified,0
3289,Dextromethorphan,780.96,Generalized pain,0
3289,Dextromethorphan,781.0,Abnormal involuntary movements,0
3289,Dextromethorphan,786.2,Cough,1
3289,Dextromethorphan,994.6,Motion sickness,0
3289,Dextromethorphan,995.0,Other anaphylactic reaction,0
3289,Dextromethorphan,995.3,Allergy unspecified not elsewhere classified,0
3292,Dextrothyroxine,272.4,Other and unspecified hyperlipidemia,0
3292,Dextrothyroxine,447.9,Unspecified disorders of arteries and arterioles,0
3322,Diazepam,037,Tetanus,1
3322,Diazepam,041.84,Other anaerobe infection in conditions classified elsewhere and of unspecified site,1
3322,Diazepam,291.0,Alcohol withdrawal delirium,1
3322,Diazepam,291.81,Alcohol withdrawal,1
3322,Diazepam,300.00,Anxiety state unspecified,1
3322,Diazepam,300.01,Panic disorder without agoraphobia,0
3322,Diazepam,300.9,Unspecified nonpsychotic mental disorder,1
3322,Diazepam,307.9,Other and unspecified special symptoms or syndromes; not elsewhere classified,1
3322,Diazepam,308.2,Predominant psychomotor disturbance,1
3322,Diazepam,333.91,Stiff-man syndrome,1
3322,Diazepam,344.1,Paraplegia,1
3322,Diazepam,345.3,Grand mal status; epileptic,1
3322,Diazepam,345.9,Epilepsy; unspecified,1
3322,Diazepam,345.90,Epilepsy; unspecified; without mention of intractable epilepsy,1
3322,Diazepam,728.85,Spasm of muscle,1
3322,Diazepam,780.39,Other convulsions,1
3322,Diazepam,781.0,Abnormal involuntary movements,1
3322,Diazepam,799.21,Nervousness (ADDED),1
3327,Diazoxide,251.1,Other specified hypoglycemia,1
3327,Diazoxide,251.2,Hypoglycemia NOS,1
3327,Diazoxide,401.0,Malignant essential hypertension,1
